id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
PHL,-0.19,-0.17,-0.11,-0.12,-0.06,0.01,0.01,0.11,0.06,0.04,0.08,0.03,0.01,0,0.01,0,-0.09,-0.06,0,-0.02,0.04,0.03,0.08,0.13,0.19
PNG,-0.11,-0.14,-0.15,-0.18,-0.15,-0.18,-0.17,-0.1,-0.06,-0.15,-0.13,-0.04,-0.01,0.05,0.12,0.09,0.06,0.32,0.1,0.13,0.07,0.13,0.08,0.21,0.21
POL,1.27,1.06,0.85,0.79,0.27,0.52,0.82,0.65,0.02,-0.23,-0.57,-0.52,-0.68,-0.48,-0.42,-0.47,-0.03,-0.15,-0.14,-0.59,-0.08,-0.07,-0.51,-0.45,-0.88
PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,0,0,0,0,0,0,0,0,-0.03,0.18,0.38,0.47,0.31,0.35,0.39,0.51,0.54,0,0.27,0.23,0.05,-0.71,-0.68,-1.21,-1.04
PRT,-1,-0.82,-0.39,-0.53,-0.47,-0.07,-0.21,0.01,0.45,1.07,0.86,0.82,1.17,0.61,0.78,0.98,0.45,0.47,0.03,-0.11,-0.69,-0.73,-0.86,-0.9,-0.91
PRY,-0.22,-0.24,-0.17,-0.11,0,0.1,0.03,0.11,0.15,0.13,-0.04,-0.03,-0.03,-0.01,-0.02,-0.08,-0.06,-0.04,0,0.01,0.08,0.11,0.09,0.1,0.13
PSE,0,0,0,0,0,0,0,-0.34,-0.27,-0.25,-0.21,-0.03,-0.11,-0.08,0.09,0.34,0.18,0.18,0.09,0.08,0.05,0.09,0.06,0.1,0
QAT,-28.28,-16.67,1.1,8.26,6.61,8.92,8.85,17.15,5.88,2.16,5.65,14.12,10.36,7.31,3.6,5.93,9.83,0.2,-6.32,-9.48,-12.25,-11.78,-8.37,-15.21,-7.57
ROU,2.75,1.34,0.89,0.75,0.49,0.8,0.79,0.24,-0.32,-0.76,-0.71,-0.39,-0.28,-0.07,-0.24,-0.23,0.12,0.14,-0.06,-0.75,-0.83,-0.54,-0.68,-1.2,-1.24
RUS,2.5,2.5,2.5,1.57,-0.03,-0.49,-0.6,-1.17,-1.36,-1.08,-0.86,-0.81,-0.77,-0.39,-0.36,-0.23,0.19,0.19,0.53,-0.46,0.21,0.85,1.3,0.91,0.37
RWA,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,0.01,0.01
SAU,-4.18,0.32,0.87,2.01,1.26,-3.01,-2.03,-4.47,-5.11,-4.4,-1.26,-1.61,-0.66,-1.05,1.48,1.08,2.05,-0.2,1.03,2.03,3.35,2.14,3.86,2.51,3.97
SDS,-0.03,-0.05,-0.07,-0.13,-0.09,-0.09,-0.09,-0.06,-0.09,-0.08,-0.07,-0.05,-0.01,0.01,0.06,0.04,0.06,0.1,0.11,0.11,0.11,0.1,0.07,0.08,0.07
SDN,-0.03,-0.05,-0.07,-0.13,-0.09,-0.09,-0.09,-0.06,-0.09,-0.08,-0.07,-0.05,-0.01,0.01,0.06,0.04,0.06,0.1,0.11,0.11,0.11,0.1,0.07,0.08,0.07
SEN,-0.04,-0.02,-0.03,-0.02,0,-0.06,-0.04,-0.1,-0.09,-0.08,-0.06,-0.03,-0.02,0.01,0.02,0.06,-0.05,-0.02,-0.04,-0.09,0.14,0.17,0.12,0.14,0.15
SLB,0.09,0.08,0.05,0.04,0.02,0.02,0.01,0,-0.01,-0.01,-0.02,-0.01,-0.02,-0.02,-0.03,-0.04,-0.04,-0.02,-0.01,0,0,-0.01,-0.02,-0.02,-0.03
SLE,0,0.01,-0.01,-0.01,0,-0.02,-0.01,-0.01,-0.02,-0.03,-0.02,0,0.01,0.01,0,-0.02,0.01,-0.01,-0.01,-0.01,0,0.02,0.04,0.06,0.07
SLV,-0.47,-0.35,-0.33,-0.25,-0.12,-0.05,-0.14,0.01,0.06,0.03,0.03,0.06,0.07,0.15,0.11,0.12,0.18,0.2,0.12,0.1,0.1,0.13,0.12,0.05,0.05
SOM,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0,0,-0.01,-0.01,-0.01,0,0,0,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.6,0.58,-0.2,-0.2,0.3,-0.39,-0.24,-1.22
SUR,0.22,0.82,0.76,0.62,0.55,0.52,0.51,0.5,0.44,0.43,0.52,0.83,-0.89,-0.97,-0.96,-0.93,-0.67,-0.67,-0.36,-0.28,0.44,-0.42,0.08,-0.59,-0.49
SVK,0,0,1.22,0.95,0.45,0.75,0.58,0.52,0.4,0.17,-0.45,0.21,0.19,0.24,0.11,0.22,0.17,-0.26,-0.1,-0.79,-0.38,-0.71,-1.05,-0.99,-1.45
SVN,0,0,-1.19,-0.83,-0.74,-0.2,0.08,0.54,0.22,0.24,-0.2,0.17,0.29,0.33,0.44,0.49,0.65,0.61,1.14,0.05,0.04,-0.09,-0.26,-0.57,-1.23
SWE,0.4,0.31,0.22,0.27,0.58,0.58,0.65,0.22,0.31,0.1,-0.11,0.08,0.76,0.44,0.39,0.04,-0.21,-0.42,-0.34,-1.04,-0.12,-0.2,-0.73,-1,-1.19
SWZ,-0.32,-0.45,-0.52,-0.67,-0.3,-0.34,-0.47,0.38,0.37,0.37,0.3,0.25,0.23,0.14,0.13,0.11,0.09,0.12,0.13,0.07,0.05,0.04,0.15,0.04,0.11
SYR,0.11,0.43,0.37,0.48,0.46,0.02,0.01,-0.19,0.34,0.38,0.22,0.02,-0.6,0.23,-0.02,-0.12,-0.05,0.5,0.44,0.11,0.04,-0.16,-0.7,-1.05,-1.29
TCD,-0.01,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02
TGO,-0.07,-0.06,-0.06,-0.06,-0.07,-0.05,-0.03,-0.06,-0.02,0.05,0,-0.05,-0.04,0,-0.02,-0.04,-0.06,-0.04,0,0.17,0.13,0.1,0.09,0.1,0.09
THA,-1.65,-1.51,-1.36,-1.11,-0.89,-0.55,-0.26,-0.2,-0.59,-0.43,-0.37,-0.19,0,0.22,0.49,0.53,0.58,0.56,0.54,0.75,0.94,0.87,1.12,1.15,1.37
TJK,0,0,0.88,0.47,-0.04,-0.03,0.03,-0.09,-0.04,-0.04,-0.09,-0.09,-0.16,-0.14,-0.07,-0.1,-0.07,0,-0.06,-0.13,-0.12,-0.15,-0.09,-0.03,0.17
TKM,0,0,-1.12,-2.53,-1.44,-1.51,-2.44,-2.56,-2.32,-1.15,-1.28,-1.25,-0.92,-0.01,0.3,0.58,0.7,1.92,1.92,0.46,1.67,2.48,2.72,2.85,2.93
TLS,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.05,-0.04,-0.05,-0.05,-0.05,-0.03,-0.01,-0.01,0,0.03,0.15,0.17
TTO,-10.08,-10.18,-8.53,-9.57,-10.06,-10.45,-7.65,-9.42,-8.86,-6.19,-5.21,-3.3,-1.61,0.9,1.9,5.41,8.74,10.72,9.73,9.96,12.08,11.15,9.84,10.51,10.15
TUN,-0.5,-0.27,-0.37,-0.24,-0.33,-0.39,-0.3,-0.31,-0.22,-0.2,-0.06,0.01,0,0.02,0.11,0.13,0.14,0.23,0.27,0.24,0.49,0.3,0.37,0.4,0.47
TUR,-0.77,-0.76,-0.73,-0.66,-0.75,-0.53,-0.3,-0.18,-0.2,-0.31,-0.05,-0.44,-0.31,-0.17,-0.11,0.02,0.33,0.62,0.56,0.42,0.65,0.9,0.95,0.81,1.02
TZA,-0.03,-0.03,-0.04,-0.03,-0.04,0,-0.01,-0.03,-0.04,-0.05,-0.04,-0.03,-0.02,-0.02,-0.01,0.02,0.03,0.02,0.02,0.01,0.03,0.05,0.07,0.1,0.1
UGA,-0.03,-0.03,-0.03,-0.03,-0.04,-0.03,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,-0.01,-0.01,0,0.01,0.02,0.03,0.03,0.04,0.05,0.04,0.06,0.06
UKR,0,0,4.89,3.13,1.3,1.45,0.87,-0.46,-0.65,-0.51,-0.68,-0.6,-0.6,0.16,0.03,-0.12,-0.23,-0.3,-0.48,-1.56,-0.57,-0.94,-0.72,-1.23,-2.19
URY,-0.5,-0.33,-0.14,-0.38,-0.51,-0.36,-0.11,-0.08,-0.05,0.25,-0.18,-0.25,-0.39,-0.4,-0.09,-0.04,0.21,0.02,0.69,0.62,0.11,0.51,0.78,0.44,0.19
USA,0.53,0.27,0.35,0.56,0.57,0.49,0.71,0.9,0.79,0.94,1.39,0.85,0.82,0.78,0.87,0.8,0.3,0.43,-0.33,-1.63,-1.35,-1.81,-2.48,-2.47,-2.29
UZB,0,0,0.69,0.78,0.34,0.02,0.05,0.01,0.43,0.54,0.42,0.42,0.56,0.45,0.36,-0.04,0.02,-0.05,0.02,-0.66,-0.87,-0.65,-0.63,-1.1,-1.1
VEN,-0.1,-0.58,-1.16,-0.4,-0.27,-0.24,-0.83,-0.46,0.85,0.95,-0.03,0.66,1.35,1.17,-0.49,-0.09,-0.03,-0.45,0.11,0.04,0.26,-0.25,0.4,-0.19,-0.23
VNM,-0.62,-0.62,-0.63,-0.61,-0.58,-0.54,-0.48,-0.35,-0.33,-0.33,-0.26,-0.18,-0.07,0.02,0.15,0.23,0.28,0.29,0.43,0.54,0.68,0.77,0.64,0.68,0.87
VUT,0.02,0,-0.03,-0.04,-0.05,-0.04,0.06,0.05,0.02,0.03,0.02,0.03,0,-0.01,-0.15,-0.15,-0.21,0.02,-0.01,0.09,0.08,0.11,0.03,-0.01,0.16
YEM,-0.04,-0.11,-0.09,-0.22,-0.22,-0.16,-0.17,-0.03,-0.12,-0.04,-0.02,0.04,-0.01,0.05,0.1,0.13,0.17,0.12,0.16,0.23,0.15,-0.03,-0.09,0.16,0.03
ZAF,-0.32,-0.17,-1,-0.7,-0.43,-0.06,-0.17,0.18,-0.15,-0.34,-0.38,-0.64,-1.08,-0.17,0.67,-0.12,0.41,0.69,1.19,1.21,0.53,0.34,0.18,0.01,0.32
ZMB,0.08,0.07,0.07,0.07,0.05,0.02,-0.02,0.03,0.01,-0.04,-0.05,-0.04,-0.04,-0.04,-0.04,-0.03,-0.04,-0.07,-0.05,-0.03,-0.03,-0.01,0.03,0.04,0.07
ZWE,0.52,0.51,0.57,0.48,0.58,0.32,0.28,0.21,0.18,0.29,0.12,0,-0.06,-0.18,-0.28,-0.19,-0.22,-0.28,-0.45,-0.61,-0.47,-0.35,-0.49,-0.24,-0.24
